event,event_date,venue,discipline,round,athlete,fis_code,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score,podium_rank
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,16,74.99,15.61,45.1,14.28,1,bF,0.88,8.0,7.4,2,10op,1.05,7.0,7.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,2,84.6,16.72,52.4,15.48,1,10op,1.05,8.2,8.4,2,7op,0.88,7.7,7.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,2,85.91,16.83,53.2,15.88,1,10op,1.05,8.3,8.4,2,7op,0.88,8.1,8.1,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,1,81.55,16.12,51.4,14.03,1,10op,1.05,7.0,7.5,2,7op,0.88,7.6,7.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 1,GRAVENFORS Filip,2534858,3,82.95,16.83,51.1,15.02,1,10op,1.05,7.3,7.1,2,7oG,1.01,7.2,7.6,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 2,GRAVENFORS Filip,2534858,3,83.79,16.97,50.6,16.22,1,10oG,1.2,7.7,7.6,2,7op,0.88,8.0,8.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,9,76.1,15.94,46.0,14.16,1,10op,1.05,7.0,7.5,2,7op,0.88,7.3,7.6,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,1,82.39,18.12,49.9,14.37,1,7op,0.98,7.5,7.2,2,bG,0.92,7.8,7.8,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,1,82.19,18.18,49.4,14.61,1,7op,0.98,7.4,7.4,2,bG,0.92,8.0,8.0,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,1,79.94,17.59,48.3,14.05,1,7op,0.98,6.8,6.5,2,bG,0.92,8.1,8.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,2,80.34,16.0,50.3,14.04,1,7oG,1.11,7.5,7.3,2,bG,0.92,6.3,6.4,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,79.23,15.85,48.5,14.88,1,7oG,1.11,7.3,7.0,2,bG,0.92,7.5,7.6,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,3,78.44,15.14,48.9,14.4,1,7oG,1.11,7.3,6.9,2,bG,0.92,6.8,7.4,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,5,77.47,15.33,47.8,14.34,1,7oG,1.11,6.7,6.8,2,7op,0.98,6.9,7.1,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,78.43,16.01,47.1,15.32,1,7oG,1.11,7.6,7.4,2,7op,0.98,7.1,7.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,10,69.0,14.12,41.0,13.88,1,7oG,1.11,6.5,6.0,2,7op,0.98,7.1,7.1,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,3,79.2,16.58,49.4,13.22,1,bdF,1.05,6.7,6.7,2,10op,1.05,5.8,6.0,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,85.37,17.64,50.3,17.43,1,bdF,1.05,7.6,7.5,2,14op,1.22,7.8,7.8,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,1,80.26,15.75,49.8,14.71,1,bF,0.88,8.2,8.2,2,10op,1.05,7.3,7.0,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,1,82.28,16.31,49.6,16.37,1,bdF,1.05,8.0,8.3,2,10op,1.05,7.6,7.3,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,2,82.9,17.6,49.4,15.9,1,bdF,1.05,6.9,6.8,2,10op,1.05,8.4,8.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,2,78.54,15.91,49.3,13.33,1,bF,0.88,7.5,8.0,2,7op,0.88,7.3,7.5,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 1,MICKEL Charlie,2537180,2,81.06,17.03,48.4,15.63,1,7oG,1.01,8.4,8.0,2,10op,1.05,7.2,6.8,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 2,MICKEL Charlie,2537180,3,80.14,16.51,48.1,15.53,1,7oG,1.01,7.6,7.9,2,10op,1.05,7.4,7.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,6,74.86,15.35,44.5,15.01,1,7oG,1.01,8.3,8.2,2,7op,0.88,7.5,7.7,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,1,79.88,18.58,46.8,14.5,1,7op,0.98,7.3,7.1,2,bG,0.92,8.0,8.2,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,1,81.21,18.58,47.5,15.13,1,7op,0.98,7.9,7.6,2,bG,0.92,8.1,8.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,2,75.77,16.51,45.7,13.56,1,7op,0.98,7.1,6.7,2,bG,0.92,7.5,7.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,2,77.87,17.61,46.9,13.36,1,7oG,1.11,6.2,5.8,2,7op,0.98,7.0,6.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,77.07,17.15,46.3,13.62,1,7oG,1.11,6.3,5.9,2,7op,0.98,7.3,6.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,1,75.86,16.19,46.2,13.47,1,bp,0.81,8.4,7.7,2,7op,0.98,7.3,6.9,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,5,74.88,14.54,44.2,16.14,1,7oG,1.11,7.7,7.9,2,bG,0.92,8.1,8.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 2,JOHNSON Tess,2532270,3,74.94,15.28,44.1,15.56,1,7oG,1.11,7.2,7.1,2,bG,0.92,8.3,8.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,JOHNSON Tess,2532270,4,71.39,13.95,42.0,15.44,1,7oG,1.11,7.3,7.2,2,bG,0.92,7.9,8.2,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,5,76.67,16.26,47.3,13.11,1,bdF,1.05,6.7,6.5,2,10op,1.05,5.9,5.9,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,83.48,17.39,47.6,18.49,1,bdF,1.05,8.2,8.1,2,14op,1.22,8.3,8.1,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,5,76.93,15.35,47.0,14.58,1,bF,0.88,8.3,8.5,2,10op,1.05,7.0,6.7,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,2,77.71,17.13,45.2,15.38,1,bdF,1.05,7.4,7.3,2,7oG,1.01,7.7,7.5,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 2,WALLBERG Walter,2532001,2,82.47,17.64,47.8,17.03,1,bdF,1.05,8.1,8.2,2,7oG,1.01,8.5,8.3,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,WALLBERG Walter,2532001,1,78.89,16.85,46.8,15.24,1,bF,0.88,7.6,7.9,2,7oG,1.01,8.4,8.3,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,PAGE Nick,2533462,4,76.68,16.15,45.5,15.03,1,7oG,1.01,7.4,7.2,2,10op,1.05,7.5,7.1,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 2,PAGE Nick,2533462,3,79.62,16.61,47.3,15.71,1,7op,0.88,8.1,7.6,2,10op,1.05,8.9,7.9,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,PAGE Nick,2533462,2,77.72,15.09,46.3,16.33,1,7oG,1.01,7.7,7.6,2,10op,1.05,8.4,8.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,3,75.57,17.5,43.9,14.17,1,7oG,1.11,6.0,5.7,2,bG,0.92,8.5,8.2,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 2,JOHNSON Tess,2532270,1,78.86,16.69,46.5,15.67,1,7oG,1.11,7.2,7.3,2,bG,0.92,8.4,8.2,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,JOHNSON Tess,2532270,1,72.94,16.33,44.4,12.21,1,7oG,1.11,5.5,5.5,2,bG,0.92,6.8,6.5,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,78.63,16.36,46.5,15.77,1,7op,0.98,7.3,7.8,2,7oG,1.11,7.5,7.6,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,77.43,16.87,47.2,13.36,1,7op,0.98,7.4,7.2,2,7oG,1.11,5.7,5.5,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,2,71.83,16.61,43.8,11.42,1,bp,0.81,6.9,6.8,2,7oG,1.11,5.4,5.2,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,5,71.64,16.73,41.6,13.31,1,7oG,1.11,5.2,5.2,2,7op,0.98,7.8,7.6,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,74.35,17.78,41.1,15.47,1,7oG,1.11,7.3,7.7,2,7op,0.98,7.3,7.3,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,8,67.32,15.16,39.7,12.46,1,7oG,1.11,5.9,5.8,2,7op,0.98,6.2,6.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 1,ANTHONY Jakara,2530720,2,78.54,16.48,47.4,14.66,1,7oG,1.11,7.0,6.5,2,bG,0.92,7.6,8.0,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 2,ANTHONY Jakara,2530720,1,79.89,17.46,47.6,14.83,1,7oG,1.11,6.9,6.5,2,bG,0.92,8.1,8.0,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,3,71.68,15.62,43.4,12.66,1,7oG,1.11,6.6,6.6,2,bp,0.81,6.5,6.7,1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,1,78.94,16.68,48.9,13.36,1,7oG,1.11,5.4,5.8,2,7op,0.98,7.9,6.7,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,2,78.64,17.23,46.9,14.51,1,7oG,1.11,7.1,7.4,2,7op,0.98,6.5,6.7,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,1,72.38,14.12,45.2,13.06,1,7oG,1.11,5.4,6.5,2,7op,0.98,6.4,6.8,2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,4,75.94,17.52,44.9,13.52,1,7oG,1.11,6.3,6.3,2,bG,0.92,6.6,7.6,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,3,78.08,18.69,44.8,14.59,1,7oG,1.11,6.4,6.9,2,bG,0.92,7.8,7.9,3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,4,71.29,15.26,45.1,10.93,1,bp,0.81,5.3,6.5,2,bG,0.92,6.7,6.7,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Final,KINGSBURY Mikael,2484937,1,85.83,17.54,51.6,16.69,1,bdF,1.05,7.9,7.9,2,10op,1.05,8.0,8.0,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,3,81.51,15.89,48.2,17.42,1,bdF,1.05,8.0,8.1,2,10op,1.05,8.5,8.6,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Final,GRAHAM Matt,2441426,2,83.5,17.89,50.6,15.01,1,bF,0.88,8.2,8.4,2,10op,1.05,7.2,7.5,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,5,81.22,17.6,48.9,14.72,1,bF,0.88,7.7,8.0,2,10op,1.05,7.4,7.5,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Final,PAGE Nick,2533462,3,80.96,16.14,48.4,16.42,1,7oG,1.01,8.1,8.2,2,10op,1.05,7.8,7.8,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,PAGE Nick,2533462,14,74.94,16.49,44.9,13.55,1,7oG,1.01,6.0,6.5,2,10op,1.05,6.8,7.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,1,83.71,16.31,51.0,16.4,1,bF,0.88,8.5,8.5,2,10op,1.05,8.3,8.7,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,85.56,16.67,51.7,17.19,1,bF,0.88,9.2,9.0,2,10op,1.05,9.0,8.5,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,1,81.52,16.09,49.9,15.53,1,bF,0.88,8.5,8.2,2,10op,1.05,7.8,7.8,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 1,GRAVENFORS Filip,2534858,2,81.76,16.64,48.5,16.62,1,10oG,1.2,7.9,8.3,2,7op,0.88,7.8,7.9,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,GRAVENFORS Filip,2534858,2,80.54,17.02,47.0,16.52,1,10oG,1.2,8.3,7.8,2,7op,0.88,7.8,7.8,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,11,74.3,14.97,46.1,13.23,1,10op,1.05,6.7,6.3,2,7oG,1.01,6.5,6.2,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 1,HIRAYAMA Shota,2531908,6,78.85,16.78,47.7,14.37,1,bF,0.88,8.2,7.7,2,bG,0.82,9.0,9.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,HIRAYAMA Shota,2531908,3,79.47,16.4,48.0,15.07,1,bF,0.88,7.3,7.8,2,7oG,1.01,8.4,8.3,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Qualification,HIRAYAMA Shota,2531908,7,76.61,15.82,47.0,13.79,1,bF,0.88,7.8,6.7,2,7oG,1.01,7.7,7.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 1,ANTHONY Jakara,2530720,1,81.59,16.57,48.3,16.72,1,7oG,1.11,8.2,8.1,2,bG,0.92,8.6,8.1,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,ANTHONY Jakara,2530720,1,81.17,15.49,49.0,16.68,1,7oG,1.11,7.8,8.1,2,bG,0.92,8.5,8.6,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,1,80.04,16.79,48.8,14.45,1,7oG,1.11,7.2,7.4,2,bp,0.81,7.9,7.8,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,4,75.62,13.87,47.1,14.65,1,7op,0.98,6.5,5.4,2,7oG,1.11,8.1,7.8,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,LEMLEY Elizabeth,2537762,2,78.12,15.57,47.4,15.15,1,7op,0.98,6.8,6.6,2,7oG,1.11,7.9,7.6,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Qualification,LEMLEY Elizabeth,2537762,3,75.84,15.62,45.1,15.12,1,lG,0.92,6.4,7.2,2,7oG,1.11,7.9,8.1,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,2,77.14,16.94,45.8,14.4,1,7oG,1.11,6.7,6.9,2,7op,0.98,7.0,7.0,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,76.6,15.59,46.5,14.51,1,7oG,1.11,6.8,6.3,2,7op,0.98,7.2,7.6,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-16,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,2,76.71,16.53,46.4,13.78,1,7oG,1.11,5.9,5.8,2,7op,0.98,7.8,7.1,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,5,75.52,16.93,44.2,14.39,1,bF,0.88,8.5,7.4,2,10op,1.05,7.0,7.1,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,1,78.42,17.51,45.5,15.41,1,bF,0.88,8.3,8.0,2,10op,1.05,7.6,8.1,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,4,73.79,16.75,43.5,13.54,1,bF,0.88,8.5,7.6,2,7op,0.88,7.1,7.6,1
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 1,WENDLER Landon,2534140,2,77.0,16.17,45.6,15.23,1,7op,0.88,8.1,7.6,2,7oG,1.01,8.4,8.1,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,WENDLER Landon,2534140,2,78.21,17.28,45.4,15.53,1,7op,0.88,8.6,8.0,2,7oG,1.01,8.0,8.3,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Qualification,WENDLER Landon,2534140,9,72.31,17.15,42.8,12.36,1,7op,0.88,8.2,7.9,2,bp,0.71,7.6,7.3,2
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,3,76.2,17.57,44.9,13.73,1,bF,0.88,7.0,6.8,2,10op,1.05,7.4,7.2,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,3,75.63,18.58,42.3,14.75,1,bF,0.88,8.2,8.4,2,10op,1.05,7.1,7.1,3
FIS FREESTYLE SKI WORLD CUP 2026,2026-02-28,NANTO-TOYAMA (JPN),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,1,77.04,16.75,45.3,14.99,1,bF,0.88,8.0,8.3,2,10op,1.05,7.6,7.3,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,1,89.1,17.03,54.7,17.37,1,bdF,1.05,8.0,8.4,2,10op,1.05,8.2,8.5,1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,1,89.82,18.17,53.6,18.05,1,bdF,1.05,9.0,8.5,2,10op,1.05,8.7,8.2,1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,KINGSBURY Mikael,2484937,1,87.38,18.36,53.1,15.92,1,bF,0.88,9.8,9.7,2,7op,0.88,8.3,8.4,1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,5,85.6,17.49,52.4,15.71,1,10op,1.05,8.4,8.3,2,7op,0.88,8.0,7.8,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,2,88.9,18.92,53.0,16.98,1,10op,1.05,9.4,9.3,2,7op,0.88,8.1,8.2,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,GRAHAM Matt,2441426,5,81.37,17.24,51.6,12.53,1,bF,0.88,7.0,7.1,2,7op,0.88,7.1,7.3,2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,2,88.2,17.96,53.7,16.54,1,bF,0.88,7.8,8.7,2,10op,1.05,8.9,8.8,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Final 2,WALLBERG Walter,2532001,3,88.52,18.18,53.5,16.84,1,bF,0.88,9.1,8.9,2,10op,1.05,8.6,8.4,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,WALLBERG Walter,2532001,4,82.42,17.03,51.8,13.59,1,bF,0.88,7.4,7.7,2,7op,0.88,7.9,7.9,3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,87.6,19.45,53.1,15.05,1,bG,0.92,7.7,7.9,2,7op,0.98,8.3,7.8,1
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,1,87.4,19.23,52.4,15.77,1,bG,0.92,8.1,8.1,2,7op,0.98,8.6,8.4,1
