event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,FUJIKI Goshin,2529670,JPN,41,49.27,15.26,25.8,8.21,1,bF,0.88,8.4,7.6,2,S,0.38,3.2,3.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,MICHL Katharina,2537759,GER,20,38.64,6.4,25.9,6.34,1,bT,0.78,4.1,4.5,2,bG,0.92,3.5,3.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,5,71.78,18.82,41.1,11.86,1,bG,0.92,8.0,8.1,2,7op,0.98,4.4,4.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Final 1,GORODKO,2535385,KAZ,14,61.77,14.71,38.1,8.96,1,bG,0.92,5.0,4.8,2,7op,0.98,4.5,4.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,SOAR Hannah,2531373,USA,8,67.94,15.16,43.2,9.58,1,bp,0.81,5.0,4.6,2,bG,0.92,6.1,6.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,DEGROOTE Fantine,2533547,FRA,13,64.08,14.13,38.2,11.75,1,bG,0.92,7.0,7.3,2,bp,0.81,6.3,6.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,TAGUCHI Yuma,2537043,JPN,22,58.89,14.41,36.7,7.78,1,bp,0.81,4.0,4.1,2,bG,0.92,4.8,5.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,MALHERBE Malica,2535457,RSA,29,11.09,8.22,0.3,2.57,1,bG,0.92,3.0,2.6,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Final 1,JUNG Daeyoon,2534856,KOR,12,72.81,17.84,37.5,17.47,1,10oG,1.2,7.2,7.7,2,7oG,1.01,8.2,8.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Final 1,WALCZYK Dylan,2527085,USA,13,72.7,16.3,44.8,11.6,1,bG,0.82,7.6,7.2,2,7op,0.88,6.4,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,USA,4,73.43,17.72,41.7,14.01,1,bF,0.98,7.0,6.5,2,7op,0.98,7.6,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Qualification,CARROLL Avital,2529074,AUT,4,73.03,17.52,42.1,13.41,1,bp,0.81,7.1,7.4,2,bG,0.92,8.4,8.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,9,68.67,16.28,37.9,14.49,1,bF,0.98,6.7,6.3,2,7op,0.98,8.2,8.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Qualification,SOAR Hannah,2531373,USA,11,66.14,15.84,39.5,10.8,1,bp,0.81,5.7,6.0,2,bG,0.92,6.4,6.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,JPN,12,66.04,15.72,38.5,11.82,1,bp,0.81,7.2,6.9,2,7op,0.98,6.4,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,GORODKO,2535385,KAZ,14,61.47,14.9,38.4,8.17,1,bG,0.92,3.7,3.6,2,bp,0.81,5.8,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,YANG Ya,2537259,CHN,32,7.17,0.24,0.3,6.63,1,S,0.48,5.3,5.5,2,bG,0.92,4.6,4.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,VIERELA Severi,2533386,FIN,10,70.22,15.69,40.5,14.03,1,7oG,1.01,7.7,7.1,2,10op,1.05,5.8,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,PAGE Nick,2533462,USA,15,30.72,11.44,12.3,6.98,1,10op,1.05,6.6,6.7,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,CAN,2,80.49,15.44,49.7,15.35,1,bF,0.88,8.2,8.1,2,10op,1.05,7.7,7.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,FU Junyi,2537258,CHN,31,56.24,14.8,35.5,5.94,1,bG,0.82,3.0,3.2,2,bp,0.71,4.5,5.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,RASTRUBA Denis,2537488,KAZ,35,46.69,10.32,28.7,7.67,1,bF,0.88,3.8,3.5,2,bG,0.82,5.2,5.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,2,77.29,18.27,46.8,12.22,1,bG,0.92,6.8,7.0,2,7op,0.98,6.2,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,SWE,5,74.86,16.58,46.1,12.18,1,10op,1.05,6.8,6.6,2,7op,0.88,5.8,5.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,VIERELA Severi,2533386,FIN,13,71.34,15.48,44.0,11.86,1,bF,0.88,5.8,5.8,2,7oG,1.01,6.4,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,TADE Marco,2527554,SUI,24,66.6,15.29,41.2,10.11,1,7op,0.88,7.2,7.5,2,bp,0.71,4.5,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,CAYOLLE Tristan,2533776,FRA,47,29.11,14.34,9.1,5.67,1,bF,0.88,6.5,6.4,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.12,15.94,46.2,13.98,1,bF,0.88,8.1,8.9,2,7op,0.88,6.8,8.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,MARCELLINI Dylan,2534089,USA,11,70.45,15.79,40.4,14.26,1,7op,0.88,6.3,7.3,2,7oG,1.01,8.3,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,MICHEL Asher,2537833,USA,15,68.37,14.61,42.6,11.16,1,7op,0.88,6.2,6.7,2,bG,0.82,6.9,6.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,LUCAS Nash,2534751,USA,25,66.06,13.47,43.3,9.29,1,bF,0.88,7.3,7.3,2,7oG,1.01,2.8,2.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,26,65.87,14.39,39.4,12.08,1,7op,0.88,6.9,7.6,2,7oG,1.01,5.3,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,CAYOLLE Tristan,2533776,FRA,45,27.3,15.31,5.0,6.99,1,bF,0.88,8.1,7.8,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 1,TADE Marco,2527554,SUI,15,38.64,12.69,20.5,5.45,1,bF,0.88,6.4,6.0,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,HOGG Kasey,2534251,USA,5,66.44,16.13,40.1,10.21,1,bp,0.81,5.6,6.8,2,bG,0.92,5.3,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,JPN,7,63.5,12.89,39.9,10.71,1,bG,0.92,5.0,6.5,2,bp,0.81,6.5,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,CARR Cali,2538479,GBR,26,21.98,10.98,5.8,5.2,1,bG,0.92,4.0,3.8,2,bL,0.81,3.0,1.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,MARCELLINI Dylan,2534089,USA,10,72.2,16.4,42.1,13.7,1,7op,0.88,7.2,7.1,2,7oG,1.01,7.4,7.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,VAILLANCOURT Elliot,2532513,CAN,14,70.47,16.1,43.2,11.17,1,7oG,1.01,6.4,6.5,2,7op,0.88,5.4,5.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,HOLMGREN Emil,2534210,SWE,16,69.69,17.88,41.0,10.81,1,7op,0.88,6.4,6.8,2,bp,0.71,7.0,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,PASCARELLA Paolo,2534403,SUI,35,60.87,9.34,37.9,13.63,1,bF,0.88,7.4,7.0,2,10op,1.05,6.7,7.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,LEE Yoon Seung,2537625,KOR,45,37.21,12.67,18.6,5.94,1,bF,0.88,6.5,7.0,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,GERKEN SCHOFIELD,2530540,GBR,8,69.14,13.73,42.7,12.71,1,bG,0.92,7.1,7.8,2,bp,0.81,6.9,7.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,AUS,1,81.48,18.45,47.4,15.63,1,7oG,1.11,7.8,7.7,2,bG,0.92,7.5,7.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,HOGG Kasey,2534251,USA,10,66.4,17.06,40.4,8.94,1,bp,0.81,4.3,4.3,2,10op,1.15,5.3,4.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,DESMARAIS-GILBERT,2531811,CAN,15,63.0,14.92,36.7,11.38,1,bG,0.92,6.8,6.6,2,bp,0.81,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Final 1,OLGAARD Robin,2534212,SWE,11,73.28,15.83,42.8,14.65,1,7oG,1.01,8.0,7.3,2,10op,1.05,6.8,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,KAJIWARA Yuki,2533769,JPN,21,52.46,12.75,34.3,5.41,1,bG,0.92,3.6,3.6,2,7op,0.98,2.3,2.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,CARR Cali,2538479,GBR,28,31.57,10.44,11.1,10.03,1,bG,0.92,5.3,5.6,2,bp,0.81,6.3,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Women's Moguls,Results Final 1,NAKAO Haruka,2533488,JPN,7,68.94,13.63,40.8,14.51,1,7op,0.98,7.3,7.7,2,lG,0.92,7.8,7.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,KINGSBURY Mikael,2484937,CAN,1,84.89,16.06,51.2,17.63,1,bdF,1.05,8.4,8.3,2,10op,1.05,8.6,8.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,GRAVENFORS Filip,2534858,SWE,4,78.89,16.21,45.6,17.08,1,10op,1.05,8.5,8.0,2,7oG,1.01,8.8,7.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,KARJALAINEN,2534001,FIN,30,59.01,15.14,37.5,6.37,1,bF,0.88,3.8,3.7,2,lG,0.82,3.5,4.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,JPN,1,81.63,15.87,49.8,15.96,1,bF,0.88,8.9,8.9,2,10op,1.05,7.6,7.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,HOLMGREN Albin,2532811,SWE,12,68.81,15.03,40.4,13.38,1,bF,0.88,8.8,8.1,2,7oG,1.01,5.8,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,STEGFELDT Rasmus,2531923,SWE,13,68.35,17.59,37.7,13.06,1,7op,0.88,8.2,7.8,2,bG,0.82,7.2,7.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,6,76.34,16.45,45.6,14.29,1,10oG,1.2,6.4,6.7,2,bG,0.82,8.4,7.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,STEGFELDT Rasmus,2531923,SWE,9,73.41,17.42,42.2,13.79,1,7op,0.88,8.1,7.9,2,bG,0.82,8.4,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,VAILLANCOURT Elliot,2532513,CAN,16,70.21,15.63,41.7,12.88,1,10op,1.05,5.9,5.1,2,7oG,1.01,7.2,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,YEMELYANOV Maxim,2535387,KAZ,32,55.77,12.22,33.2,10.35,1,7op,0.88,4.6,5.3,2,7oG,1.01,5.8,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,VAILLANCOURT Elliot,2532513,CAN,19,69.01,14.28,42.6,12.13,1,7op,0.88,7.1,7.3,2,7oG,1.01,5.6,5.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WENDLER Landon,2534140,USA,21,68.55,17.08,40.2,11.27,1,7op,0.88,6.5,6.5,2,7oG,1.01,5.5,5.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,GOODISON Samuel,2534451,CAN,26,66.25,15.41,39.2,11.64,1,bF,0.88,7.2,7.1,2,7op,0.88,6.1,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 1,GRAVENFORS Filip,2534858,SWE,2,79.84,17.6,46.7,15.54,1,10op,1.05,8.1,8.2,2,7op,0.88,7.7,8.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,JPN,4,76.71,16.98,45.6,14.13,1,bF,0.88,8.5,8.0,2,10op,1.05,7.1,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,9,73.75,17.86,43.7,12.19,1,10op,1.05,7.1,6.0,2,7op,0.88,6.4,5.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 1,McDONALD Cole,2534511,USA,11,72.82,16.45,43.2,13.17,1,bdF,1.05,5.8,5.0,2,10op,1.05,7.0,7.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,GORODKO,2535385,KAZ,12,58.71,16.48,33.0,9.23,1,bT,0.78,5.0,6.5,2,7op,0.98,4.7,5.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,14,34.38,10.8,12.4,11.18,1,7op,0.98,5.8,6.2,2,bp,0.81,6.1,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,CABROL Camille,2530274,FRA,9,62.78,13.22,38.8,10.76,1,bp,0.81,6.0,5.6,2,bG,0.92,7.0,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,WEESE Sophie,2532509,GER,23,48.93,12.77,27.2,8.96,1,bT,0.78,5.0,4.9,2,bG,0.92,5.0,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,SWE,9,72.38,18.08,44.5,9.8,1,bF,0.88,6.4,6.7,2,bp,0.71,5.6,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,CHALIFOUX Louis-,2534234,CAN,25,62.33,17.21,35.1,10.02,1,bF,0.88,5.5,5.7,2,7op,0.88,5.6,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,CORDELL Sam,2532530,CAN,27,61.28,15.23,35.9,10.15,1,7oG,1.01,4.7,5.2,2,bG,0.82,6.3,6.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,CAYOLLE Tristan,2533776,FRA,51,6.7,0.6,0.3,5.8,1,bF,0.88,6.7,6.5,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,MERZ Annika,2535327,GER,19,57.15,11.75,35.2,10.2,1,bG,0.92,6.0,5.0,2,bp,0.81,6.6,6.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,DUAUX Marie,2537443,FRA,25,17.29,8.63,1.0,7.66,1,bp,0.81,3.6,4.8,2,bG,0.92,4.9,4.4
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,GALYSHEVA Yuliya,2484307,KAZ,11,64.95,15.0,39.1,10.85,1,bG,0.92,4.3,4.2,2,fG,0.92,7.5,7.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,GERKEN SCHOFIELD,2530540,GBR,19,60.37,15.24,36.9,8.23,1,bG,0.92,4.3,4.2,2,bp,0.81,5.4,5.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,AMRENOVA Ayaulym,2532085,KAZ,25,55.45,14.79,31.5,9.16,1,bG,0.92,5.8,5.6,2,7op,0.98,4.0,4.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Women's Moguls,Results Qualification,WEESE Sophie,2532509,GER,17,61.65,16.86,33.1,11.69,1,bG,0.92,5.5,5.0,2,bT,0.78,8.8,8.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,MALHERBE Malica,2535457,RSA,20,53.72,12.76,34.2,6.76,1,bG,0.92,3.7,3.7,2,bp,0.81,4.1,4.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,MERZ Annika,2535327,GER,22,50.96,12.6,29.3,9.06,1,7op,0.98,4.5,4.6,2,bp,0.81,5.7,5.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,LARIONOVA,2539212,KAZ,33,6.15,0.0,0.3,5.85,1,bp,0.81,3.9,4.0,2,bG,0.92,2.9,2.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Women's Moguls,Results Final 1,GORODKO,2535385,KAZ,13,66.52,14.49,40.2,11.83,1,bG,0.92,6.8,6.9,2,7op,0.98,5.5,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.6,16.67,48.1,11.83,1,bF,0.88,7.0,6.3,2,7op,0.88,6.5,7.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,27,60.3,12.86,37.5,9.94,1,bF,0.88,5.3,4.8,2,7op,0.88,6.5,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,9,69.6,16.2,43.0,10.4,1,7op,0.98,5.8,6.5,2,7oG,1.11,3.7,4.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,JEANNESSON Mateo,2535572,GBR,14,70.89,15.41,44.5,10.98,1,bF,0.88,6.5,6.2,2,7oG,1.01,5.5,5.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,18,69.42,15.43,41.5,12.49,1,7op,0.88,8.0,8.0,2,7oG,1.01,5.2,5.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,34,60.62,12.0,36.8,11.82,1,7op,0.88,6.8,7.0,2,7oG,1.01,5.4,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,DUFRESNE Gabriel,2530240,CAN,28,65.33,15.06,38.4,11.87,1,bF,0.88,7.3,7.7,2,7op,0.88,6.2,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,GOODISON Samuel,2534451,CAN,37,50.05,16.06,21.6,12.39,1,bF,0.88,8.7,9.4,2,bp,0.71,6.2,6.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,LEMLEY Elizabeth,2537762,USA,5,66.89,15.25,40.1,11.54,1,7op,0.98,6.1,5.9,2,bp,0.81,7.4,6.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,YANAGIMOTO Rino,2532040,JPN,12,60.24,14.01,35.0,11.23,1,bp,0.81,6.1,5.8,2,7op,0.98,6.1,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,GERKEN SCHOFIELD,2530540,GBR,13,60.01,14.5,35.4,10.11,1,bG,0.92,5.5,5.5,2,bp,0.81,5.8,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,SHAFFER Lulu,2531871,USA,18,58.73,14.12,34.9,9.71,1,bG,0.92,4.9,6.1,2,bp,0.81,6.0,5.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,KARJALAINEN,2534001,FIN,20,68.44,18.71,42.2,7.53,1,bF,0.88,6.2,6.1,2,bp,0.71,3.0,3.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,DUFRESNE Gabriel,2530240,CAN,21,68.42,16.73,40.9,10.79,1,bF,0.88,7.2,7.5,2,bp,0.71,6.0,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,37,53.33,15.68,29.3,8.35,1,bF,0.88,6.6,6.6,2,bp,0.71,3.7,3.5
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,39,52.87,13.33,29.5,10.04,1,7op,0.88,5.7,5.9,2,7oG,1.01,4.8,5.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,SUIRE Martin,2528624,FRA,31,64.57,11.65,39.8,13.12,1,7oG,1.01,7.7,7.7,2,bp,0.71,7.8,7.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,TSINN Oleg,2532088,KAZ,38,52.05,12.21,28.5,11.34,1,bF,0.88,7.4,6.7,2,7o,0.85,5.6,6.5
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,YUN Shin-Ee,2537929,KOR,21,36.49,8.39,21.5,6.6,1,bG,0.92,2.1,2.4,2,bp,0.81,5.2,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Final 1,TOMITAKA Hinako,2532031,JPN,3,73.77,16.26,44.9,12.61,1,bG,0.92,6.1,6.1,2,7op,0.98,7.1,7.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,SCHWINGHAMMER,2533204,CAN,2,73.9,16.98,44.0,12.92,1,bT,0.78,6.7,7.0,2,bG,0.92,8.3,8.2
