event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BOSCO Emma,2532927,AUS,24,65.3,14.05,39.0,12.25,1,bG,0.92,7.2,7.3,2,bL,0.81,7.0,6.8
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HOLUB Mikayla,2538199,CAN,46,38.5,10.23,20.7,7.57,1,bG,0.92,3.9,3.7,2,bp,0.81,4.9,5.2
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BOOTH Mckenna,2537766,USA,34,55.68,11.7,36.4,7.58,1,bT,0.78,5.2,5.3,2,bG,0.92,3.8,3.8
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,KOEHLER Ashley,2534528,CAN,2,75.96,15.81,46.3,13.85,1,bT,0.78,8.2,8.0,2,bG,0.92,8.1,8.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HOGG Kasey,2534251,USA,1,77.97,16.57,49.8,11.6,1,bp,0.81,6.2,6.1,2,bG,0.92,7.4,7.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LODGE Lottie,2538154,AUS,12,70.4,15.71,40.8,13.89,1,bT,0.78,6.5,7.3,2,bG,0.92,9.0,9.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,MYSKO Alex,2535235,CAN,14,33.13,7.22,14.6,11.31,1,bF,0.88,5.1,6.0,2,bG,0.82,8.3,7.4
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,DUBUC Joey,2535858,CAN,4,78.38,13.15,53.1,12.13,1,bF,0.88,7.9,7.5,2,7op,0.88,6.6,5.6
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HUFF Porter,2538994,USA,8,72.31,15.88,45.2,11.23,1,7op,0.88,6.8,7.2,2,bp,0.71,7.0,7.3
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BERTRAND Felix,2533563,CAN,30,63.7,10.83,41.9,10.97,1,bF,0.88,5.6,6.3,2,bG,0.82,7.0,7.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MARLEY Garrett,2533394,USA,31,62.23,13.8,35.9,12.53,1,bG,0.82,7.4,7.3,2,7op,0.88,7.0,7.8
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BEAUREGARD Ian,2533390,USA,14,68.03,14.27,43.2,10.56,1,bp,0.71,6.6,6.2,2,7op,0.88,6.8,6.9
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,MIKKELSEN Maya,2534235,CAN,2,69.04,11.58,46.8,10.66,1,bG,0.92,5.4,6.0,2,bp,0.81,6.9,6.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SLETTENE Skylar,2535377,USA,7,57.61,8.53,39.3,9.78,1,bp,0.81,5.4,5.6,2,bG,0.92,5.8,5.8
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MATSUDA Lia,2539352,CAN,30,30.51,5.46,18.2,6.85,1,S,0.48,4.8,4.8,2,bG,0.92,4.9,5.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,COOPER Annika,2538298,CAN,33,16.68,4.95,7.5,4.23,1,S,0.48,3.0,3.0,2,bp,0.81,3.9,3.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Final,WENDLER Landon,2534140,USA,8,79.36,17.04,48.6,13.72,1,7op,0.88,7.5,7.5,2,7oG,1.01,7.1,7.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WEESE Nicolas,2535693,GER,41,59.59,14.93,36.9,7.76,1,7op,0.88,4.2,4.4,2,7oG,1.01,4.0,3.9
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,BUZZI Enea,2533002,SUI,48,30.92,13.65,10.6,6.67,1,7oG,1.01,6.4,6.1,2,10op,1.05,0.2,0.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,WILSON Charlotte,2535796,AUS,15,62.71,15.24,36.0,11.47,1,bT,0.78,5.5,5.3,2,bG,0.92,8.0,7.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,BERTRAND Lise,2538642,FRA,32,39.89,8.91,25.7,5.28,1,bG,0.92,1.8,2.3,2,bp,0.81,4.3,4.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,GUSTAFSON Moa,2535767,SWE,43,27.71,9.29,13.2,5.22,1,bp,0.81,3.3,3.0,2,bp,0.81,3.4,3.2
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,FRA,1,78.63,16.36,46.5,15.77,1,7op,0.98,7.3,7.8,2,7oG,1.11,7.5,7.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,CAN,4,77.27,16.82,46.6,13.85,1,bF,0.88,8.2,8.3,2,7op,0.88,7.7,7.3
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,45,19.28,9.98,4.0,5.3,1,10op,1.05,5.0,5.1,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 1,KOLMAKOV Pavel,2528846,KAZ,14,46.54,13.77,18.4,14.37,1,bdF,1.05,6.9,6.9,2,10op,1.05,6.7,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,AUS,3,71.68,15.62,43.4,12.66,1,7oG,1.11,6.6,6.6,2,bp,0.81,6.5,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,WILSON Charlotte,2535796,AUS,12,65.55,12.82,42.0,10.73,1,bT,0.78,5.3,4.9,2,bG,0.92,7.6,7.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,BERTRAND Lise,2538642,FRA,29,44.17,9.5,27.8,6.87,1,bG,0.92,3.4,3.2,2,bp,0.81,4.5,5.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,NILSSON Nova,2540042,SWE,30,44.07,8.81,27.7,7.56,1,bG,0.92,4.2,3.8,2,bp,0.81,4.5,5.1
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,PORTELLO Ryan,2530702,CAN,15,63.46,17.01,39.0,7.45,1,bF,0.88,5.6,5.6,2,lG,0.82,3.4,2.8
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CROCKETT Jackson,2534116,USA,29,60.09,13.54,34.2,12.35,1,7op,0.88,6.0,5.5,2,10op,1.05,7.2,6.7
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LIVISSIANOS Mac,2535793,AUS,37,54.54,11.56,35.3,7.68,1,bT,0.68,4.9,6.2,2,7op,0.88,4.6,4.3
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LINTON Jessica,2533613,CAN,7,71.75,14.41,46.1,11.24,1,bG,0.92,6.1,6.2,2,bp,0.81,6.7,7.1
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,DWINELL Zoe,2535605,USA,8,71.63,13.92,45.1,12.61,1,bF,0.98,7.5,7.1,2,bp,0.81,6.8,6.7
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,HOGG Kasey,2534251,USA,2,77.18,15.94,47.8,13.44,1,bp,0.81,7.6,7.8,2,bG,0.92,7.8,7.9
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,LAROCHE Florence,2538248,CAN,6,76.5,16.17,48.3,12.03,1,7op,0.98,6.5,6.4,2,bp,0.81,7.1,7.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,STEVENSON Maddie,2537949,USA,31,50.31,9.34,33.5,7.47,1,bT,0.78,5.3,6.0,2,TS,0.59,5.4,5.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LINTON Jessica,2533613,CAN,10,66.44,13.14,42.3,11.0,1,bG,0.92,6.1,6.3,2,bp,0.81,7.0,6.1
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,DUBUC Joey,2535858,CAN,6,81.22,14.65,52.7,13.87,1,7op,0.88,8.1,7.8,2,bG,0.82,8.4,8.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TRUE Jackson,2537563,USA,28,69.72,13.87,42.3,13.55,1,7oG,1.01,7.2,7.8,2,7op,0.88,6.6,7.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MICHEL Asher,2537833,USA,12,74.73,15.35,46.0,13.38,1,7op,0.88,7.6,7.2,2,bG,0.82,8.4,8.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BEAULIEU Charles,2535304,CAN,2,80.44,16.47,48.5,15.47,1,7oG,1.01,7.9,8.3,2,7op,0.88,8.2,8.4
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MYSKO Alex,2535235,CAN,27,70.16,14.27,42.1,13.79,1,bF,0.88,7.8,8.1,2,bG,0.82,8.2,8.4
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,CORDELL Sam,2532530,CAN,3,82.8,15.79,50.6,16.41,1,7oG,1.01,9.1,8.8,2,bG,0.82,9.0,9.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BOONE Stephen,2537882,USA,32,71.8,13.75,44.5,13.55,1,7op,0.88,8.4,8.3,2,7oG,1.01,6.2,6.1
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BEAULIEU Charles,2535304,CAN,7,79.81,15.67,51.7,12.44,1,bF,0.88,7.1,6.0,2,7op,0.88,8.2,7.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HILL Edward,2537720,AUS,25,72.99,13.99,46.0,13.0,1,bG,0.82,7.9,8.6,2,7op,0.88,6.9,7.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,BERTRAND Felix,2533563,CAN,31,71.88,12.78,45.4,13.7,1,7oG,1.01,7.0,7.0,2,bG,0.82,7.8,8.4
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LINTON Jessica,2533613,CAN,2,75.2,14.89,47.2,13.11,1,bG,0.92,7.0,6.3,2,bp,0.81,8.9,8.4
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,MAURAIS Olivia,2538814,USA,14,67.26,14.35,43.5,9.41,1,7op,0.98,3.5,3.7,2,bG,0.92,6.8,6.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,PETRONE Jack,2535642,USA,25,65.37,13.47,41.4,10.5,1,7oG,1.01,4.6,4.8,2,7op,0.88,6.1,7.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SAUVE Mavrick,2538593,CAN,54,25.08,6.49,6.6,11.99,1,lG,0.82,6.8,6.9,2,7op,0.88,7.0,7.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,PEDERSON Emily,2538892,USA,26,34.87,2.48,27.7,4.69,1,3,0.78,2.9,2.5,2,S,0.48,5.3,5.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,HOLUB Mikayla,2538199,CAN,27,32.39,5.26,22.2,4.93,1,S,0.48,5.2,4.8,2,bT,0.78,3.5,3.0
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,CAN,3,81.51,15.89,48.2,17.42,1,bdF,1.05,8.0,8.1,2,10op,1.05,8.5,8.6
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GAY Paul Andrea,2538751,FRA,23,71.39,15.17,44.2,12.02,1,7op,0.88,6.2,6.1,2,10op,1.05,5.8,6.8
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,de VILLAUCOURT,2535561,FRA,35,67.11,15.86,38.5,12.75,1,7op,0.88,6.5,7.0,2,7oG,1.01,6.8,6.7
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,38,65.51,17.46,37.5,10.55,1,bF,0.88,6.4,6.3,2,7op,0.88,5.6,5.7
FIS FREESTYLE SKI WORLD CUP 2026,2026-01-09,VAL ST. COME (CAN),Men's Moguls,Results Qualification,AHVENAINEN Akseli,2533687,FIN,51,28.77,9.12,12.7,6.95,1,bF,0.88,8.0,7.8,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Qualification,DUAUX Marie,2537443,FRA,39,32.82,13.17,12.4,7.25,1,bF,0.98,7.5,7.3,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,CAN,4,74.29,14.99,44.9,14.4,1,7op,0.98,7.0,7.1,2,bG,0.92,8.2,8.1
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,KOLMAKOV Pavel,2528846,KAZ,9,73.94,16.87,44.1,12.97,1,bF,0.88,8.4,8.2,2,7op,0.88,6.4,6.5
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,AHVENAINEN Akseli,2533687,FIN,11,73.14,14.39,43.5,15.25,1,bF,0.88,7.5,8.0,2,7oG,1.01,8.3,8.4
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,32,66.99,17.37,38.2,11.42,1,bF,0.88,7.6,7.9,2,bp,0.71,6.4,6.6
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Qualification,WEESE Nicolas,2535693,GER,41,57.11,13.08,33.9,10.13,1,7op,0.88,5.8,6.0,2,7oG,1.01,5.0,4.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-07,RUKA (FIN),Men's Moguls,Results Final 2,GRAHAM Matt,2441426,AUS,4,79.13,16.79,47.6,14.74,1,bF,0.88,8.3,8.4,2,10op,1.05,7.2,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,1,72.38,14.12,45.2,13.06,1,7oG,1.11,5.4,6.5,2,7op,0.98,6.4,6.8
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,LUNDHOLM Elis,2534864,SWE,18,59.18,11.6,37.5,10.08,1,lG,0.92,4.5,6.7,2,bp,0.81,5.3,6.9
FIS FREESTYLE SKI WORLD CUP 2026,2025-12-08,RUKA (FIN),Women's Moguls,Results Qualification,AMRENOVA Ayaulym,2532085,KAZ,26,45.85,10.23,22.3,13.32,1,bG,0.92,7.4,7.1,2,7op,0.98,7.1,6.5
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TATAR-BROWN,2537574,USA,27,60.87,10.9,37.1,12.87,1,7op,0.88,7.8,7.5,2,10op,1.05,6.0,5.7
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,GENDRON Nate,2538060,USA,12,69.23,14.9,39.7,14.63,1,bF,0.88,7.3,6.7,2,7oG,1.01,8.6,8.2
2024 FIS FREESTYLE NORAM CUP,2024-02-07,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MICHEL Asher,2537833,USA,6,73.58,15.32,45.9,12.36,1,bG,0.82,7.9,8.0,2,7op,0.88,6.8,6.5
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,KOEHLER Ashley,2534528,CAN,3,78.91,16.72,50.3,11.89,1,bG,0.92,6.5,6.5,2,bL,0.81,7.4,7.2
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SLETTENE Skylar,2535377,USA,9,67.3,14.38,42.1,10.82,1,bG,0.92,5.4,6.0,2,bp,0.81,6.8,7.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MATSUDA Lia,2539352,CAN,38,39.7,9.01,24.6,6.09,1,TS,0.59,3.6,3.5,2,bp,0.81,5.0,4.9
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CIAGLO Megan,2537409,USA,41,11.06,5.43,0.3,5.33,1,bG,0.92,5.8,5.8,2,NJ,0.0,0.0,0.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,KOEHLER Ashley,2534528,CAN,5,69.44,14.89,44.8,9.75,1,bG,0.92,5.1,5.3,2,bL,0.81,6.4,5.9
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,DICKEY Kenadie,2539675,USA,34,44.7,8.0,30.0,6.7,1,3,0.78,4.8,4.0,2,bp,0.81,4.2,3.9
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,MARLEY Garrett,2533394,USA,49,31.88,15.15,8.7,8.03,1,10op,1.05,7.6,7.7,2,NJ,0.0,0.0,0.0
2024 FIS FREESTYLE NORAM CUP FINALS,2024-03-01,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TOBEY Gavin,2535388,USA,13,74.05,14.35,44.8,14.9,1,7oG,1.01,8.1,8.0,2,7op,0.88,7.7,7.7
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,CAREY Cole,2537322,CAN,16,37.46,13.4,17.2,6.86,1,bF,0.88,7.7,7.9,2,NJ,0.0,0.0,0.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,PORTELLO Ryan,2530702,CAN,7,81.58,16.31,51.4,13.87,1,bF,0.88,7.8,8.1,2,bG,0.82,8.3,8.5
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,DAWSON Quinn,2535306,CAN,1,88.94,16.77,56.1,16.07,1,7oG,1.01,9.7,9.5,2,bp,0.71,9.2,8.8
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,LOGAN Oliver,2534330,AUS,4,80.93,15.15,51.4,14.38,1,bF,0.88,7.8,7.9,2,7op,0.88,8.4,8.6
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,ROBERTS Charlie,2538584,CAN,42,66.89,13.3,42.5,11.09,1,7op,0.88,6.5,6.7,2,bG,0.82,6.4,6.5
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,SMITH Jack,2540071,USA,49,64.2,11.42,44.3,8.48,1,bF,0.88,4.2,5.5,2,7op,0.88,4.6,5.0
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,PERNICE Lucy,2535795,AUS,16,69.68,13.67,41.8,14.21,1,bF,0.98,7.3,8.0,2,bp,0.81,8.1,8.5
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,AYAD Anabel,2537580,USA,7,72.62,15.64,45.7,11.28,1,bG,0.92,5.9,4.3,2,bp,0.81,8.0,8.3
2024 FIS FREESTYLE NORAM CUP,2024-02-12,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,PAPKE Makayla,2538797,USA,47,37.75,11.01,18.8,7.94,1,bG,0.92,3.9,3.8,2,bL,0.81,5.9,5.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,PORTELLO Ryan,2530702,CAN,3,78.49,13.76,53.1,11.63,1,bF,0.88,6.5,6.9,2,bG,0.82,7.5,6.5
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TAM Ryan,2535542,USA,13,68.23,11.78,44.7,11.75,1,7op,0.88,6.4,6.9,2,lG,0.82,7.4,7.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,GRYSPEERDT,2537768,CAN,57,16.7,5.07,7.2,4.43,1,bG,0.82,0.9,0.2,2,7oG,1.01,3.9,4.0
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,TRUE Jackson,2537563,USA,21,65.86,11.32,44.5,10.04,1,bF,0.88,5.8,5.9,2,7oG,1.01,5.1,4.6
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,LUCA Alexander,2538236,CAN,50,41.98,12.1,23.0,6.88,1,bF,0.88,4.0,4.0,2,bp,0.71,4.7,4.8
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Qualification,CAREY Cole,2537322,CAN,52,30.22,7.52,12.3,10.4,1,bF,0.88,7.4,7.3,2,bp,0.71,5.3,5.8
2024 FIS FREESTYLE NORAM CUP MOGULS,2024-02-24,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 1,LINTON Jessica,2533613,CAN,1,68.22,11.93,44.7,11.59,1,bG,0.92,5.6,5.0,2,bp,0.81,8.4,8.2
